Veh. Name	Veh. ID	Manufacterer	Trim level	Size	Performance	Safety	Insurance	Warranty	Price	"Wheelbase, in."	"Overall Length, in."	"Overall Width, in."	"Overall Height, in."	"Curb Weight, lbs."	"Cargo Volume, cu. ft."	"Fuel Capacity, gals."	Seating Capacity	"Front Head Room, in."	"Max. Front Leg Room, in."	"Rear Head Room, in."	"Min. Rear Leg Room, in."	"Size, liters/cu. in"	Horsepower 	 rpm	Torque (lb-ft) @ rpm	MPG (city)	MPG (highway)	"Front Impact, Driver"	"Front Impact, Passenger"	Rollover Resistance	"Side Impact, Driver"	"Side Impact, Rear Passenger"	Insurance Costs	Bumper-to-bumper	Extended powertrain	Corrosion	Free roadside assistance	Free scheduled maintenance	Retail Price	Dealer Invoice
S	I	S	S	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	I	I	I	I	I	I	I	I	I	I	I	I	I
N	N	N	N	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q
2005 Ford GT	38049	Ford	Standard	0.15	0.05	0.11	-0.11	0.03	-0.12	106.7	182.8	76.9	44.3	3485	2	17.5	2	35.4	44.6	NA	NA	5.4	550	6500	500	13	21	NA	NA	NA	NA	NA	2430	108000	0	600000	108000	0	139995	128506
2005 Chrysler 300	38054	Chrysler	Base	0.24	0.02	0.12	-0.04	0.03	-0.02	120	196.8	74.1	58.4	3721	15.6	18	5	38.7	41.8	38	40.2	2.7	190	6400	190	21	28	5	5	2	4	5	1350	108000	490000	500000	108000	0	23405	21905
2005 Chrysler 300	38054	Chrysler	Touring	0.24	0.03	0.13	-0.06	0.03	-0.02	120	196.8	74.1	58.4	3721	15.6	18	5	38.7	41.8	38	40.2	3.5	250	6400	250	19	27	5	5	4	4	5	1530	108000	490000	500000	108000	0	27305	25415
2005 Chrysler 300	38054	Chrysler	Touring	0.24	0.03	0.13	-0.06	0.03	-0.03	120	196.8	74.1	58.4	3721	15.6	18	5	38.7	41.8	38	40.2	3.5	250	6400	250	19	27	5	5	4	4	5	1530	108000	490000	500000	108000	0	29405	27305
2005 Chrysler 300	38054	Chrysler	300C	0.24	0.04	0.13	-0.07	0.03	-0.03	120	196.8	74.1	58.4	3721	15.6	18	5	38.7	41.8	38	40.2	5.7	340	5000	390	17	25	5	5	4	4	5	1710	108000	490000	500000	108000	0	33130	30657
2005 Chrysler 300	38054	Chrysler	300C	0.24	0.04	0.13	-0.07	0.03	-0.03	120	196.8	74.1	58.4	3721	15.6	18	5	38.7	41.8	38	40.2	5.7	340	5000	390	17	25	5	5	4	4	5	1710	108000	490000	500000	108000	0	34455	31850
2005 Chrysler 300	38054	Chrysler	SRT-8	0.24	0.04	0.13	-0.1	0.03	-0.04	120	196.8	74.1	58.4	3721	15.6	18	5	38.7	41.8	38	40.2	6.1	425	6000	420	14	18	5	5	4	4	5	2250	108000	490000	500000	108000	0	39370	36708
2005 Dodge Magnum	38055	Dodge	SE	0.24	0.02	0.14	-0.03	0.03	-0.02	120	197.7	74.1	58.4	3855	71.6	18	5	38.4	41.8	38.1	40.2	2.7	190	6400	190	21	28	5	5	NA	4	5	1170	108000	490000	500000	108000	0	22020	20488
2005 Dodge Magnum	38055	Dodge	"SXT, optional SE"	0.24	0.02	0.14	-0.04	0.03	-0.02	120	197.7	74.1	58.4	3855	71.6	18	5	38.4	41.8	38.1	40.2	3.5	250	6400	250	18	25.5	5	5	NA	4	5	1350	108000	490000	500000	108000	0	28050	25915
2005 Dodge Magnum	38055	Dodge	RT	0.24	0.04	0.14	-0.06	0.03	-0.03	120	197.7	74.1	58.4	3855	71.6	18	5	38.4	41.8	38.1	40.2	5.7	340	5000	390	17	25	5	5	NA	4	5	1530	108000	490000	500000	108000	0	30070	27733
2005 Dodge Magnum	38055	Dodge	RT	0.24	0.04	0.14	-0.06	0.03	-0.03	120	197.7	74.1	58.4	3855	71.6	18	5	38.4	41.8	38.1	40.2	5.7	340	5000	390	17	25	5	5	NA	4	5	1530	108000	490000	500000	108000	0	32070	29533
2005 Acura NSX	38058	Acura	Standard	0.13	0.02	0.11	-0.11	0.05	-0.08	99.6	174.2	71.3	46.1	3153	5	18.5	2	36.3	44.3	NA	NA	3.2	290	7100	224	17	24	NA	NA	NA	NA	NA	2430	200000	0	600000	200000	0	89000	79213
2005 Acura NSX	38058	Acura	Standard	0.13	0.02	0.11	-0.11	0.05	-0.08	99.6	174.2	71.3	46.1	3153	5	18.5	2	36.3	44.3	NA	NA	3.2	290	7100	224	17	24	NA	NA	NA	NA	NA	2430	200000	0	600000	200000	0	89000	79213
2005 Acura RSX	38059	Acura	Base	0.12	0.02	0.13	-0.08	0.05	-0.01	101.2	172.4	67.9	54.9	2734	16	13.2	4	37.8	43.1	34.1	29.2	2	160	6500	141	26	34	5	5	4	4	NA	1980	200000	0	600000	200000	0	20275	18488
2005 Acura RSX	38059	Acura	Base	0.12	0.02	0.13	-0.08	0.05	-0.02	101.2	172.4	67.9	54.9	2734	16	13.2	4	37.8	43.1	34.1	29.2	2	160	6500	141	26	34	5	5	4	4	NA	1980	200000	0	600000	200000	0	21175	19308
2005 Acura RSX	38059	Acura	Base	0.12	0.02	0.13	-0.08	0.05	-0.02	101.2	172.4	67.9	54.9	2734	16	13.2	4	37.8	43.1	34.1	29.2	2	160	6500	141	26	34	5	5	4	4	NA	1980	200000	0	600000	200000	0	21350	19467
2005 Acura RSX	38059	Acura	Base	0.12	0.02	0.13	-0.08	0.05	-0.02	101.2	172.4	67.9	54.9	2734	16	13.2	4	37.8	43.1	34.1	29.2	2	160	6500	141	26	34	5	5	4	4	NA	1980	200000	0	600000	200000	0	22250	20286
2005 Acura RSX	38059	Acura	Type-S	0.12	0.02	0.13	-0.09	0.05	-0.02	101.2	172.4	67.9	54.9	2734	16	13.2	4	37.8	43.1	34.1	29.2	2	210	7800	143	23	31	5	5	4	4	NA	2070	200000	0	600000	200000	0	23670	21579
2005 Acura TL	38060	Acura	Standard	0.19	0.03	0.13	-0.06	0.05	-0.03	107.9	189.3	72.2	56.7	3482	12.5	17	5	38.7	42.8	37.2	34.9	3.2	270	6200	238	20	29	5	5	4	4	5	1530	200000	0	600000	200000	0	33100	30164
2005 Acura TL	38060	Acura	Standard	0.19	0.03	0.13	-0.06	0.05	-0.03	107.9	189.3	72.2	56.7	3482	12.5	17	5	38.7	42.8	37.2	34.9	3.2	270	6200	238	20	29	5	5	4	4	5	1530	200000	0	600000	200000	0	33300	30346
2005 Acura TL	38060	Acura	Standard	0.19	0.03	0.13	-0.06	0.05	-0.03	107.9	189.3	72.2	56.7	3482	12.5	17	5	38.7	42.8	37.2	34.9	3.2	270	6200	238	20	29	5	5	4	4	5	1530	200000	0	600000	200000	0	35100	31985
2005 Acura TL	38060	Acura	Standard	0.19	0.03	0.13	-0.06	0.05	-0.03	107.9	189.3	72.2	56.7	3482	12.5	17	5	38.7	42.8	37.2	34.9	3.2	270	6200	238	20	29	5	5	4	4	5	1530	200000	0	600000	200000	0	35300	32167
2005 Acura TL	38060	Acura	Standard	0.19	0.03	0.13	-0.06	0.05	-0.03	107.9	189.3	72.2	56.7	3482	12.5	17	5	38.7	42.8	37.2	34.9	3.2	270	6200	238	20	29	5	5	4	4	5	1530	200000	0	600000	200000	0	33100	30164
2005 Acura TL	38060	Acura	Standard	0.19	0.03	0.13	-0.06	0.05	-0.03	107.9	189.3	72.2	56.7	3482	12.5	17	5	38.7	42.8	37.2	34.9	3.2	270	6200	238	20	29	5	5	4	4	5	1530	200000	0	600000	200000	0	35100	31985
2005 Acura TSX	38061	Acura	Standard	0.18	0.02	0.13	-0.06	0.05	-0.02	105.1	183.3	69.4	57.3	3230	13	17.1	5	37.8	42.4	37.3	34.2	2.4	200	6800	166	21.5	30.5	5	5	4	5	4	1530	200000	0	600000	200000	0	27190	24784
2005 Acura TSX	38061	Acura	Standard	0.18	0.02	0.13	-0.06	0.05	-0.02	105.1	183.3	69.4	57.3	3230	13	17.1	5	37.8	42.4	37.3	34.2	2.4	200	6800	166	21.5	30.5	5	5	4	5	4	1530	200000	0	600000	200000	0	27190	24784
2005 Acura TSX	38061	Acura	Standard	0.18	0.02	0.13	-0.06	0.05	-0.03	105.1	183.3	69.4	57.3	3230	13	17.1	5	37.8	42.4	37.3	34.2	2.4	200	6800	166	21.5	30.5	5	5	4	5	4	1530	200000	0	600000	200000	0	29190	26605
2005 Acura TSX	38061	Acura	Standard	0.18	0.02	0.13	-0.06	0.05	-0.03	105.1	183.3	69.4	57.3	3230	13	17.1	5	37.8	42.4	37.3	34.2	2.4	200	6800	166	21.5	30.5	5	5	4	5	4	1530	200000	0	600000	200000	0	29190	26605
2005 Audi A4	38062	Audi	1.8T	0.18	0.02	0.09	-0.05	0	-0.02	104.3	179	69.5	56.2	3252	13.4	18.5	5	38.4	41.3	37.2	34.2	1.8	170	5900	166	21	30	4	4	4	5	4	NA	0	0	0	0	0	25800	23823
2005 Audi A4	38062	Audi	1.8T	0.18	0.02	0.09	-0.05	0	-0.02	104.3	179	69.5	56.2	3252	13.4	18.5	5	38.4	41.3	37.2	34.2	1.8	170	5900	166	21	30	4	4	4	5	4	NA	0	0	0	0	0	27000	24995
2005 Audi A4	38062	Audi	1.8T	0.16	0.02	0.09	-0.05	0	-0.03	104.5	180	70	54.8	3638	10.2	18.5	4	37.9	41.3	36.3	32.4	1.8	170	5900	166	21	30	4	4	NA	5	4	NA	0	0	0	0	0	35750	32958
2005 Audi A4	38062	Audi	1.8T	0.18	0.02	0.09	-0.05	0	-0.03	104.3	179	69.5	56.2	3252	13.4	18.5	5	38.4	41.3	37.2	34.2	1.8	170	5900	166	21	30	4	4	4	5	4	NA	0	0	0	0	0	28150	26137
2005 Audi A4	38062	Audi	1.8T	0.18	0.02	0.09	-0.05	0	-0.03	104.3	179	69.5	56.2	3252	13.4	18.5	5	38.4	41.3	37.2	34.2	1.8	170	5900	166	21	30	4	4	4	5	4	NA	0	0	0	0	0	29350	27309
2005 Audi A4	38062	Audi	1.8T	0.18	0.02	0.11	-0.05	0	-0.03	104.3	179	69.5	56.2	3516	60.6	18.5	5	38.4	41.3	37.2	34.2	1.8	170	5900	166	21	30	NA	NA	NA	NA	NA	NA	0	0	0	0	0	29150	27047
2005 Audi A4	38062	Audi	1.8T	0.18	0.02	0.11	-0.05	0	-0.03	104.3	179	69.5	56.2	3516	60.6	18.5	5	38.4	41.3	37.2	34.2	1.8	170	5900	166	21	30	NA	NA	NA	NA	NA	NA	0	0	0	0	0	30350	28219
2005 Audi A4	38062	Audi	3	0.18	0.02	0.09	-0.05	0	-0.03	104.3	179	69.5	56.2	3252	13.4	18.5	5	38.4	41.3	37.2	34.2	3	220	6300	221	18	26	4	4	4	5	4	NA	0	0	0	0	0	31950	29500
2005 Audi A4	38062	Audi	3	0.18	0.02	0.09	-0.05	0	-0.03	104.3	179	69.5	56.2	3252	13.4	18.5	5	38.4	41.3	37.2	34.2	3	220	6300	221	18	26	4	4	4	5	4	NA	0	0	0	0	0	33590	31087
2005 Audi A4	38062	Audi	3	0.18	0.02	0.09	-0.05	0	-0.03	104.3	179	69.5	56.2	3252	13.4	18.5	5	38.4	41.3	37.2	34.2	3	220	6300	221	18	26	4	4	4	5	4	NA	0	0	0	0	0	34790	32259
2005 Audi A4	38062	Audi	3	0.18	0.02	0.11	-0.05	0	-0.03	104.3	179	69.5	56.2	3516	60.6	18.5	5	38.4	41.3	37.2	34.2	3	220	6300	221	18	26	NA	NA	NA	NA	NA	NA	0	0	0	0	0	34590	31997
2005 Audi A4	38062	Audi	3	0.18	0.02	0.11	-0.05	0	-0.03	104.3	179	69.5	56.2	3516	60.6	18.5	5	38.4	41.3	37.2	34.2	3	220	6300	221	18	26	NA	NA	NA	NA	NA	NA	0	0	0	0	0	35790	33169
2005 Audi A4	38062	Audi	S4	0.18	0.03	0.09	-0.05	0	-0.05	104.3	179	69.5	56.2	3252	13.4	18.5	5	38.4	41.3	37.2	34.2	4.2	340	7000	302	16.5	22.5	4	4	4	5	4	NA	0	0	0	0	0	45850	42244
2005 Audi A4	38062	Audi	S4	0.18	0.03	0.09	-0.05	0	-0.05	104.3	179	69.5	56.2	3252	13.4	18.5	5	38.4	41.3	37.2	34.2	4.2	340	7000	302	16.5	22.5	4	4	4	5	4	NA	0	0	0	0	0	47050	43416
2005 Audi A4	38062	Audi	S4	0.18	0.03	0.11	-0.05	0	-0.05	104.3	179	69.5	56.2	3516	60.6	18.5	5	38.4	41.3	37.2	34.2	4.2	340	7000	302	16.5	22.5	NA	NA	NA	NA	NA	NA	0	0	0	0	0	46850	43154
2005 Audi A4	38062	Audi	S4	0.18	0.03	0.11	-0.05	0	-0.05	104.3	179	69.5	56.2	3516	60.6	18.5	5	38.4	41.3	37.2	34.2	4.2	340	7000	302	16.5	22.5	NA	NA	NA	NA	NA	NA	0	0	0	0	0	48050	44326
2005 Audi A4	38062	Audi	S4	0.16	0.03	0.09	-0.05	0	-0.05	104.5	180	70	54.8	3638	10.2	18.5	4	37.9	41.3	36.3	32.4	4.2	340	7000	302	16.5	22.5	4	4	NA	5	4	NA	0	0	0	0	0	53950	49615
2005 Audi A4	38062	Audi	S4	0.16	0.03	0.09	-0.05	0	-0.06	104.5	180	70	54.8	3638	10.2	18.5	4	37.9	41.3	36.3	32.4	4.2	340	7000	302	16.5	22.5	4	4	NA	5	4	NA	0	0	0	0	0	55150	50787
2005 Audi A4	38062	Audi	3	0.16	0.02	0.09	-0.05	0	-0.04	104.5	180	70	54.8	3638	10.2	18.5	4	37.9	41.3	36.3	32.4	3	220	6300	221	18	26	4	4	NA	5	4	NA	0	0	0	0	0	42300	38918
2005 Audi A4	38062	Audi	3	0.16	0.02	0.09	-0.05	0	-0.04	104.5	180	70	54.8	3638	10.2	18.5	4	37.9	41.3	36.3	32.4	3	220	6300	221	18	26	4	4	NA	5	4	NA	0	0	0	0	0	44250	40868
2005 Audi A6/Fallroad quattro	38063	Audi	3.2 sedan	0.23	0.02	0.11	-0.06	0.08	-0.04	111.9	193.5	79.2	57.5	3957	15.9	21.1	5	38.6	41.3	37.7	36.9	3.2	255	6500	243	19	26	NA	NA	NA	NA	NA	1620	200000	0	1440000	200000	200000	40900	37847
2005 Audi A6/Fallroad quattro	38063	Audi	4.2 sedan	0.23	0.03	0.11	-0.07	0.08	-0.05	111.9	193.5	79.2	57.5	3957	15.9	21.1	5	38.6	41.3	37.7	36.9	4.2	335	6600	310	17	23	NA	NA	NA	NA	NA	1800	200000	0	1440000	200000	200000	50500	46583
2005 Audi A6/Fallroad quattro	38063	Audi	2.7T allroad quattro	0.23	0.02	0.11	-0.06	0.08	-0.04	108.5	189.4	74.6	62	4178	73.2	18.5	5	37.5	41.3	38.4	37.3	2.7	250	5800	258	16	22.5	NA	NA	NA	NA	NA	1620	200000	0	1440000	200000	200000	40250	37255
2005 Audi A6/Fallroad quattro	38063	Audi	2.7T allroad quattro	0.23	0.02	0.11	-0.06	0.08	-0.04	108.5	189.4	74.6	62	4178	73.2	18.5	5	37.5	41.3	38.4	37.3	2.7	250	5800	258	16	22.5	NA	NA	NA	NA	NA	1620	200000	0	1440000	200000	200000	40250	37255
2005 Audi A6/Fallroad quattro	38063	Audi	4.2 allroad quattro	0.23	0.03	0.11	-0.06	0.08	-0.05	108.5	189.4	74.6	62	4178	73.2	18.5	5	37.5	41.3	38.4	37.3	4.2	300	6200	295	17	23	NA	NA	NA	NA	NA	1620	200000	0	1440000	200000	200000	47250	43625
2005 Audi A8	38064	Audi	"Base, L"	0.25	0.03	0.11	-0.05	0	-0.07	121.1	204	74.6	57.3	4399	17.6	23.8	5	37.4	41.3	38.3	42.3	4.2	330	6500	317	18	24	NA	NA	NA	NA	NA	NA	0	0	0	0	0	66590	62274
2005 Audi A8	38064	Audi	"Base, L"	0.25	0.03	0.11	-0.05	0	-0.07	121.1	204	74.6	57.3	4399	17.6	23.8	5	37.4	41.3	38.3	42.3	4.2	330	6500	317	18	24	NA	NA	NA	NA	NA	NA	0	0	0	0	0	69900	65352
2005 Audi A8	38064	Audi	W12	0.25	0.04	0.11	-0.05	0	-0.11	121.1	204	74.6	57.3	4399	17.6	23.8	5	37.4	41.3	38.3	42.3	6	450	6200	428	15	21	NA	NA	NA	NA	NA	NA	0	0	0	0	0	117400	107179
2005 Audi TT	38065	Audi	Base	0.1	0.02	0.12	-0.05	0	-0.03	95.4	159.1	73.1	53	2921	24.2	14.5	4	37.8	41.2	32.6	20.2	1.8	180	5500	173	20	28	NA	NA	5	5	NA	NA	0	0	0	0	0	33500	30910
2005 Audi TT	38065	Audi	Base	0.13	0.02	0.11	-0.05	0	-0.03	95.4	159.1	73.1	53	3131	7.8	14.5	2	38.3	41.2	NA	NA	1.8	180	5500	173	20	28	NA	NA	NA	NA	NA	NA	0	0	0	0	0	35500	32730
2005 Audi TT	38065	Audi	225-hp	0.1	0.02	0.12	-0.05	0	-0.04	95.4	159.1	73.1	53	2921	24.2	14.5	4	37.8	41.2	32.6	20.2	1.8	225	5900	207	20	29	NA	NA	5	5	NA	NA	0	0	0	0	0	36900	34100
2005 Audi TT	38065	Audi	225-hp	0.13	0.02	0.11	-0.05	0	-0.04	95.4	159.1	73.1	53	3131	7.8	14.5	2	38.3	41.2	NA	NA	1.8	225	5900	207	20	29	NA	NA	NA	NA	NA	NA	0	0	0	0	0	39700	36648
2005 Audi TT	38065	Audi	V6	0.1	0.03	0.12	-0.05	0	-0.04	95.4	159.1	73.1	53	2921	24.2	14.5	4	37.8	41.2	32.6	20.2	3.2	250	6300	236	NA	NA	NA	NA	5	5	NA	NA	0	0	0	0	0	40150	37137
2005 Audi TT	38065	Audi	V6	0.13	0.03	0.11	-0.05	0	-0.04	95.4	159.1	73.1	53	3131	7.8	14.5	2	38.3	41.2	NA	NA	3.2	250	6300	236	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	43150	39867
2005 BMW 3 Series	38066	BMW	"325i, 325Ci, 325xi"	0.17	0.02	0.11	-0.06	0.07	-0.03	107.3	176	68.5	55.7	3219	10.7	16.6	5	38.4	41.4	37.5	34.6	2.5	184	6000	175	19.5	28	4	5	4	3	5	1620	200	0	1440000	200000	200000	29300	26845
2005 BMW 3 Series	38066	BMW	"325i, 325Ci, 325xi"	0.17	0.02	0.11	-0.06	0.07	-0.03	107.3	176	68.5	55.7	3219	10.7	16.6	5	38.4	41.4	37.5	34.6	2.5	184	6000	175	19.5	28	4	5	4	3	5	1620	200	0	1440000	200000	200000	31050	28435
2005 BMW 3 Series	38066	BMW	"325i, 325Ci, 325xi"	0.18	0.02	0.11	-0.05	0.07	-0.03	107.3	176.3	68.5	55.5	3362	48	16.6	5	38.4	41.4	37.7	34.4	2.5	184	6000	175	19.5	28	NA	NA	NA	NA	NA	1440	200	0	1440000	200000	200000	31200	28570
2005 BMW 3 Series	38066	BMW	"325i, 325Ci, 325xi"	0.18	0.02	0.11	-0.05	0.07	-0.03	107.3	176.3	68.5	55.5	3362	48	16.6	5	38.4	41.4	37.7	34.4	2.5	184	6000	175	19.5	28	NA	NA	NA	NA	NA	1440	200	0	1440000	200000	200000	32950	30165
2005 BMW 3 Series	38066	BMW	"325i, 325Ci, 325xi"	0.16	0.02	0.11	-0.06	0.07	-0.03	107.3	176.7	69.2	53.9	3197	9.5	16.6	5	37.5	41.7	36.5	33.2	2.5	184	6000	175	19.5	28	NA	NA	NA	NA	NA	1620	200	0	1440000	200000	200000	31700	29025
2005 BMW 3 Series	38066	BMW	"325i, 325Ci, 325xi"	0.15	0.02	0.11	-0.08	0.07	-0.04	107.3	176.7	69.2	54	3560	7.7	16.6	4	38	41.7	36.4	32	2.5	184	6000	175	19.5	28	NA	NA	NA	NA	NA	1890	200	0	1440000	200000	200000	39000	35670
2005 BMW 3 Series	38066	BMW	"330i, 330Ci, 330xi"	0.17	0.02	0.11	-0.06	0.07	-0.03	107.3	176	68.5	55.7	3219	10.7	16.6	5	38.4	41.4	37.5	34.6	3	225	5900	214	19.5	28.5	4	5	4	3	5	1620	200	0	1440000	200000	200000	35700	32665
2005 BMW 3 Series	38066	BMW	"330i, 330Ci, 330xi"	0.17	0.02	0.11	-0.06	0.07	-0.04	107.3	176	68.5	55.7	3219	10.7	16.6	5	38.4	41.4	37.5	34.6	3	225	5900	214	19.5	28.5	4	5	4	3	5	1620	200	0	1440000	200000	200000	37450	34260
2005 BMW 3 Series	38066	BMW	"330i, 330Ci, 330xi"	0.16	0.02	0.11	-0.06	0.07	-0.04	107.3	176.7	69.2	53.9	3197	9.5	16.6	5	37.5	41.7	36.5	33.2	3	225	5900	214	19.5	28.5	NA	NA	NA	NA	NA	1620	200	0	1440000	200000	200000	37300	34125
2005 BMW 3 Series	38066	BMW	"330i, 330Ci, 330xi"	0.15	0.02	0.11	-0.08	0.07	-0.04	107.3	176.7	69.2	54	3560	7.7	16.6	4	38	41.7	36.4	32	3	225	5900	214	19.5	28.5	NA	NA	NA	NA	NA	1890	200	0	1440000	200000	200000	44600	40765
2005 BMW 3 Series	38066	BMW	M3	0.16	0.03	0.11	-0.09	0.07	-0.05	107.3	176.7	69.2	53.9	3197	9.5	16.6	5	37.5	41.7	36.5	33.2	3.2	333	7900	262	16	24	NA	NA	NA	NA	NA	2070	200	0	1440000	200000	200000	47300	43225
2005 BMW 3 Series	38066	BMW	M3	0.15	0.03	0.11	-0.08	0.07	-0.06	107.3	176.7	69.2	54	3560	7.7	16.6	4	38	41.7	36.4	32	3.2	333	7900	262	16	24	NA	NA	NA	NA	NA	1890	200	0	1440000	200000	200000	55800	50960
2005 BMW 5 Series	38067	BMW	525i	0.21	0.02	0.11	-0.07	0.07	-0.04	113.7	189.6	72.7	58	3428	14	18.5	5	37.7	41.5	37.9	36	2.5	184	6000	175	19	28	NA	NA	NA	NA	NA	1710	200	0	1440000	200000	200000	41300	37765
2005 BMW 5 Series	38067	BMW	530i	0.21	0.02	0.11	-0.07	0.07	-0.04	113.7	189.6	72.7	58	3428	14	18.5	5	37.7	41.5	37.9	36	3	225	5900	214	19.5	29.5	NA	NA	NA	NA	NA	1800	200	0	1440000	200000	200000	45400	41495
2005 BMW 5 Series	38067	BMW	545i	0.21	0.03	0.11	-0.08	0.07	-0.06	113.7	189.6	72.7	58	3428	14	18.5	5	37.7	41.5	37.9	36	4.4	325	6100	330	17.5	25.5	NA	NA	NA	NA	NA	1890	200	0	1440000	200000	200000	55800	50960
2005 BMW 7 Series	38068	BMW	"745i, 745Li"	0.26	0.03	0.11	-0.09	0.07	-0.07	123.2	203.5	74.9	58.7	4464	18	23.3	5	39.2	41.9	38.5	43.4	4.4	325	6100	330	18	26	NA	NA	NA	NA	NA	2160	200	0	1440000	200000	200000	69900	63790
2005 BMW 7 Series	38068	BMW	"745i, 745Li"	0.26	0.03	0.11	-0.09	0.07	-0.07	123.2	203.5	74.9	58.7	4464	18	23.3	5	39.2	41.9	38.5	43.4	4.4	325	6100	330	18	26	NA	NA	NA	NA	NA	2160	200	0	1440000	200000	200000	73900	67430
2005 BMW 7 Series	38068	BMW	"760i, 760Li"	0.26	0.04	0.11	-0.11	0.07	-0.1	123.2	203.5	74.9	58.7	4464	18	23.3	5	39.2	41.9	38.5	43.4	6	438	6000	444	15	23	NA	NA	NA	NA	NA	2430	200	0	1440000	200000	200000	109900	100190
2005 BMW 7 Series	38068	BMW	"760i, 760Li"	0.26	0.04	0.11	-0.09	0.07	-0.11	123.2	203.5	74.9	58.7	4464	18	23.3	5	39.2	41.9	38.5	43.4	6	438	6000	444	15	23	NA	NA	NA	NA	NA	2160	200	0	1440000	200000	200000	117300	106925
2005 BMW Z4	38071	BMW	2.5i	0.12	0.02	0.08	-0.04	0.07	-0.03	98.2	161.1	70.1	50.1	2932	9.5	14.5	2	37.3	42	NA	NA	2.5	184	5500	175	20.5	28	4	4	5	3	NA	1260	200	0	1440000	200000	200000	34300	31395
2005 BMW Z4	38071	BMW	3.0i	0.12	0.02	0.08	-0.05	0.07	-0.04	98.2	161.1	70.1	50.1	2932	9.5	14.5	2	37.3	42	NA	NA	3	225	5900	214	20	28	4	4	5	3	NA	1440	200	0	1440000	200000	200000	41300	37765
2005 Buick LeSabre	38073	Buick	Standard	0.23	0.03	0.11	-0.01	0.03	-0.02	112.2	200	73.5	57	3567	18	18.5	6	38.8	42.4	37.8	39.9	3.8	205	5200	230	20	29	4	5	5	4	4	720	108000	0	600000	108000	0	26725	24453
2005 Buick LeSabre	38073	Buick	Standard	0.23	0.03	0.11	-0.02	0.03	-0.03	112.2	200	73.5	57	3567	18	18.5	6	38.8	42.4	37.8	39.9	3.8	205	5200	230	20	29	4	5	5	4	4	990	108000	0	600000	108000	0	32385	29632
2005 Buick Park Avenue	38074	Buick	Base	0.25	0.03	0.08	-0.03	0.03	-0.03	113.8	206.8	74.7	57.4	3778	19.1	18	6	39.8	42.4	38	41.4	3.8	205	5200	230	20	29	4	4	4	4	4	1080	108000	0	600000	108000	0	35555	32177
2005 Buick Park Avenue	38074	Buick	Ultra	0.25	0.03	0.08	-0.04	0.03	-0.04	113.8	206.8	74.7	57.4	3778	19.1	18	6	39.8	42.4	38	41.4	3.8	240	5200	280	19	28	4	4	4	4	4	1260	108000	0	600000	108000	0	40730	36861
2005 Cadillac CTS	38078	Cadillac	2.8	0.2	0.02	0.12	-0.07	0.05	-0.03	113.4	190.1	70.6	56.7	3568	12.8	17.5	5	38.9	42.4	36.9	37	2.8	210	6500	195	17.5	27	NA	NA	4	4	5	1800	200000	0	600000	200000	0	30190	27926
2005 Cadillac CTS	38078	Cadillac	3.6	0.2	0.03	0.12	-0.07	0.05	-0.03	113.4	190.1	70.6	56.7	3568	12.8	17.5	5	38.9	42.4	36.9	37	3.6	255	6200	252	17.5	27	NA	NA	4	4	5	1800	200000	0	600000	200000	0	32440	30007
2005 Cadillac CTS	38078	Cadillac	CTS-V	0.2	0.04	0.12	-0.09	0.05	-0.05	113.4	190.1	70.6	56.7	3568	12.8	17.5	5	38.9	42.4	36.9	37	5.7	400	6000	395	15	23	NA	NA	4	4	5	2160	200000	0	600000	200000	0	49490	45778
2005 Cadillac DeVille	38079	Cadillac	"Base, DHS"	0.25	0.03	0.09	-0.04	0.05	-0.05	115.3	207	74.4	56.7	3984	19.1	18.5	6	39.1	42.4	38.3	43.2	4.6	275	5600	300	17	24	4	4	5	4	4	1350	200000	0	600000	200000	0	46045	42131
2005 Cadillac DeVille	38079	Cadillac	"Base, DHS"	0.25	0.03	0.09	-0.05	0.05	-0.05	115.3	207	74.4	56.7	3984	19.1	18.5	6	39.1	42.4	38.3	43.2	4.6	275	5600	300	17	24	4	4	5	4	4	1440	200000	0	600000	200000	0	51600	47214
2005 Cadillac DeVille	38079	Cadillac	DTS	0.25	0.03	0.09	-0.05	0.05	-0.05	115.3	207	74.4	56.7	3984	19.1	18.5	6	39.1	42.4	38.3	43.2	4.6	290	6000	295	18	26	4	4	5	4	4	1440	200000	0	600000	200000	0	51600	47214
2005 Cadillac XLR	38082	Cadillac	Standard	0.15	0.03	0.11	-0.11	0.05	-0.07	105.7	177.7	72.3	50.4	3647	11.6	18	2	37.6	42.6	NA	NA	4.6	320	6400	310	17	25	NA	NA	NA	NA	NA	2340	200000	0	600000	200000	0	75835	70147
2005 BMW 6 Series	38083	BMW	Standard	0.17	0.03	0.11	-0.1	0.07	-0.07	109.4	190.2	73	54.1	4178	10.6	18.5	4	37.8	42	36.7	28.8	4.4	325	6100	330	17.5	25.5	NA	NA	NA	NA	NA	2250	200	0	1440000	200000	200000	69900	63790
